Country/Territories,Currency,Currency Code,Currency units per £1 ,Start Date,End Date
Liberia,Dollar (US),LRD,1.3721,01/04/2021,30/04/2021
Libya,Dinar,LYD,6.1744,01/04/2021,30/04/2021
Macao,Pataca,MOP,10.97,01/04/2021,30/04/2021
Macedonia,Denar,MKD,71.41,01/04/2021,30/04/2021
Madagascar,Malagasy Ariary,MGA,5186.53,01/04/2021,30/04/2021
Malawi,Kwacha,MWK,1074.75,01/04/2021,30/04/2021
Malaysia,Ringgit,MYR,5.6675,01/04/2021,30/04/2021
Maldive Islands,Rufiyaa,MVR,21.19,01/04/2021,30/04/2021
Mali Republic,CFA Franc,XOF,760.77,01/04/2021,30/04/2021
Mauritania,Ouguiya,MRU,49.02,01/04/2021,30/04/2021
Mauritius,Rupee,MUR,55.29,01/04/2021,30/04/2021
Mexico,Mexican Peso,MXN,28.54,01/04/2021,30/04/2021
Moldova,Leu,MDL,24.54,01/04/2021,30/04/2021
Mongolia,Tugrik,MNT,3917.34,01/04/2021,30/04/2021
Montserrat,E Caribbean Dollar,XCD,3.7047,01/04/2021,30/04/2021
Morocco,Dirham,MAD,12.38,01/04/2021,30/04/2021
Mozambique,Metical,MZN,98.92,01/04/2021,30/04/2021
Myanmar,Kyat,MMK,1934.97,01/04/2021,30/04/2021
Nepal,Rupee,NPR,159.3,01/04/2021,30/04/2021
New Caledonia,CFP Franc,XPF,138.4,01/04/2021,30/04/2021
New Zealand,Dollar,NZD,1.9648,01/04/2021,30/04/2021
Nicaragua,Gold Cordoba,NIO,47.99,01/04/2021,30/04/2021
Niger Republic,CFA Franc,XOF,760.77,01/04/2021,30/04/2021
Nigeria,Naira,NGN,561.84,01/04/2021,30/04/2021
Norway,Norwegian Krone,NOK,11.75,01/04/2021,30/04/2021
Oman,Rial,OMR,0.5283,01/04/2021,30/04/2021
Pakistan,Rupee,PKR,213.08,01/04/2021,30/04/2021
Panama,Balboa,PAB,1.3721,01/04/2021,30/04/2021
Papua New Guinea,Kina,PGK,4.8187,01/04/2021,30/04/2021
Paraguay,Guarani,PYG,8902.8,01/04/2021,30/04/2021
Peru,New Sol,PEN,5.1074,01/04/2021,30/04/2021
Philippines,Peso,PHP,66.79,01/04/2021,30/04/2021
Poland,Zloty,PLN,5.3659,01/04/2021,30/04/2021
Qatar,Riyal,QAR,4.9958,01/04/2021,30/04/2021
Romania,New Leu,RON,5.6688,01/04/2021,30/04/2021
Russia,Rouble,RUB,104.9,01/04/2021,30/04/2021
Rwanda,Franc,RWF,1353.32,01/04/2021,30/04/2021
Saotome & Principe,Dobra,STD,28608.3,01/04/2021,30/04/2021
Saudi Arabia,Riyal,SAR,5.1458,01/04/2021,30/04/2021
Senegal,CFA Franc,XOF,760.77,01/04/2021,30/04/2021
Serbia,Dinar,RSD,136.35,01/04/2021,30/04/2021
Seychelles,Rupee,SCR,29.14,01/04/2021,30/04/2021
Sierra Leone,Leone,SLL,14022.86,01/04/2021,30/04/2021
Singapore,Dollar,SGD,1.8457,01/04/2021,30/04/2021
Soloman Islands,Dollar,SBD,10.95,01/04/2021,30/04/2021
Somali Republic,Schilling,SOS,802.67,01/04/2021,30/04/2021
South Africa,Rand,ZAR,20.41,01/04/2021,30/04/2021
South Korea,Won,KRW,1555.54,01/04/2021,30/04/2021
Sri Lanka,Rupee,LKR,273.04,01/04/2021,30/04/2021
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.7047,01/04/2021,30/04/2021
St Lucia,E Caribbean Dollar,XCD,3.7047,01/04/2021,30/04/2021
St Vincent,E Caribbean Dollar,XCD,3.7047,01/04/2021,30/04/2021
Sudan Republic,Pound,SDG,70.77,01/04/2021,30/04/2021
Surinam,Dollar,SRD,19.42,01/04/2021,30/04/2021
Swaziland,Lilangeni,SZL,20.41,01/04/2021,30/04/2021
Sweden,Krona,SEK,11.79,01/04/2021,30/04/2021
Switzerland,Franc,CHF,1.2834,01/04/2021,30/04/2021
Taiwan,Dollar,TWD,39.15,01/04/2021,30/04/2021
Tanzania,Schilling,TZS,3181.89,01/04/2021,30/04/2021
Thailand,Baht,THB,42.53,01/04/2021,30/04/2021
Togo Republic,CFA Franc,XOF,760.77,01/04/2021,30/04/2021
Tonga Islands,Pa'anga (AUS),TOP,1.3119,01/04/2021,30/04/2021
Trinidad/Tobago,Dollar,TTD,9.3015,01/04/2021,30/04/2021
Tunisia,Dinar,TND,3.8144,01/04/2021,30/04/2021
Turkey,Turkish  Lira,TRY,10.86,01/04/2021,30/04/2021
Turkmenistan,New Manat,TMT,4.8161,01/04/2021,30/04/2021
UAE,Dirham,AED,5.0399,01/04/2021,30/04/2021
Uganda,Schilling,UGX,5028.74,01/04/2021,30/04/2021
Ukraine,Hryvnia,UAH,38.36,01/04/2021,30/04/2021
Uruguay,Peso,UYU,60.73,01/04/2021,30/04/2021
USA,Dollar,USD,1.3721,01/04/2021,30/04/2021
Uzbekistan,Sum,UZS,14417.59,01/04/2021,30/04/2021
Vanuatu,Vatu,VUV,149.33,01/04/2021,30/04/2021
Venezuela,Bolivar Fuerte,VEF,337216.34,01/04/2021,30/04/2021
Vietnam,Dong,VND,31671.52,01/04/2021,30/04/2021
Wallis & Futuna Islands,CFP Franc,XPF,138.4,01/04/2021,30/04/2021
Western Samoa,Tala,WST,3.4781,01/04/2021,30/04/2021
Yemen (Rep of),Rial,YER,346.93,01/04/2021,30/04/2021
Zambia,Kwacha,ZMW,30.22,01/04/2021,30/04/2021
Zimbabwe,Dollar,ZWL,496.56,01/04/2021,30/04/2021
